,state,begin,end,poll_time,poll_date,week,day_of_week,pollster,method,vtype,n_obs,clinton,trump,both,other,poll_type,p_clinton,n_clinton,n_respondents
1113,virginia,2016-09-27,2016-09-28,1,2016-09-27,39,1,PPP (D-Vote Vets Action Fund),IVR/Online,Likely Voters,811.0,46.0,40.0,86.0,8.0,0,0.5348837209302325,373.06,697.46
1115,virginia,2016-09-21,2016-09-23,2,2016-09-22,38,3,CBS/YouGov,Internet,Likely Voters,1237.0,45.0,37.0,82.0,10.0,0,0.5487804878048781,556.65,1014.34
1116,virginia,2016-09-15,2016-09-23,8,2016-09-19,38,0,Christopher Newport,Live Phone,Likely Voters,1003.0,48.0,38.0,86.0,6.0,0,0.5581395348837209,481.44,862.58
1118,virginia,2016-09-13,2016-09-21,8,2016-09-17,37,5,Quinnipiac,Live Phone,Likely Voters,659.0,45.0,39.0,84.0,9.0,0,0.5357142857142857,296.55,553.56
1120,virginia,2016-09-11,2016-09-20,9,2016-09-15,37,3,Roanoke College,Live Phone,Likely Voters,841.0,44.0,37.0,81.0,9.0,0,0.5432098765432098,370.04,681.21
1121,virginia,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,510.0,47.0,38.0,85.0,0.0,0,0.5529411764705883,239.7,433.5
1122,virginia,2016-09-06,2016-09-12,6,2016-09-09,36,4,University of Mary Washington/PSRAI,Live Phone,Likely Voters,685.0,40.0,37.0,77.0,13.0,0,0.5194805194805194,274.0,527.45
1123,virginia,2016-09-09,2016-09-11,2,2016-09-10,36,5,PPP (D),IVR/Online,Likely Voters,878.0,45.0,39.0,84.0,9.0,0,0.5357142857142857,395.1,737.52
1125,virginia,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,2468.0,49.0,41.0,90.0,0.0,1,0.5444444444444444,1209.32,2221.2
1127,virginia,2016-08-24,2016-08-28,4,2016-08-26,34,4,Hampton University,Live Phone,Likely Voters,801.0,43.0,41.0,84.0,0.0,0,0.5119047619047619,344.43,672.84
1128,virginia,2016-08-07,2016-08-17,10,2016-08-12,32,4,Roanoke College,Live Phone,Likely Voters,803.0,48.0,32.0,80.0,11.0,0,0.6,385.44,642.4
1130,virginia,2016-08-09,2016-08-16,7,2016-08-12,32,4,Quinnipiac,Live Phone,Likely Voters,808.0,50.0,38.0,88.0,5.0,0,0.5681818181818182,404.0,711.04
1132,virginia,2016-08-11,2016-08-14,3,2016-08-12,32,4,Washington Post,Live Phone,Likely Voters,707.0,51.0,43.0,94.0,5.0,0,0.5425531914893617,360.57,664.58
1134,virginia,2016-08-04,2016-08-10,6,2016-08-07,31,6,NBC/WSJ/Marist,Live Phone,Registered Voters,897.0,46.0,33.0,79.0,12.0,1,0.5822784810126582,412.62,708.63
1136,virginia,2016-08-02,2016-08-05,3,2016-08-03,31,2,CBS/YouGov,Internet,Likely Voters,1181.0,49.0,37.0,86.0,9.0,0,0.5697674418604651,578.69,1015.66
1137,virginia,2016-07-26,2016-07-27,1,2016-07-26,30,1,RABA Research,Automated Phone,Registered Voters,655.0,42.0,46.0,88.0,7.0,1,0.4772727272727273,275.1,576.4
1138,virginia,2016-07-09,2016-07-12,3,2016-07-10,27,6,FOX,Live Phone,Registered Voters,601.0,44.0,37.0,81.0,6.0,1,0.5432098765432098,264.44,486.81
1141,virginia,2016-07-05,2016-07-11,6,2016-07-08,27,4,NBC/WSJ/Marist,Live Phone,Registered Voters,876.0,44.0,35.0,79.0,15.0,1,0.5569620253164557,385.44,692.04
1143,virginia,2016-07-06,2016-07-10,4,2016-07-08,27,4,Hampton University,Live Phone,Likely Voters,805.0,39.0,39.0,78.0,0.0,0,0.5,313.95,627.9
1144,virginia,2016-06-13,2016-06-15,2,2016-06-14,24,1,PPP (D),IVR/Online,Likely Voters,1032.0,42.0,39.0,81.0,8.0,0,0.5185185185185185,433.44,835.92
1146,virginia,2016-05-24,2016-05-24,0,2016-05-24,21,1,Gravis Marketing,Automated Phone,Registered Voters,1728.0,45.0,41.0,86.0,14.0,1,0.5232558139534884,777.6,1486.08
1148,virginia,2016-05-09,2016-05-17,8,2016-05-13,19,4,Roanoke College,Live Phone,Likely Voters,610.0,38.0,38.0,76.0,11.0,0,0.5,231.8,463.6
1155,washington,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,807.0,54.0,34.0,88.0,12.0,0,0.6136363636363636,435.78,710.16
1156,washington,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,327.0,53.0,43.0,96.0,4.0,0,0.5520833333333334,173.31,313.92
1157,washington,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,929.0,47.0,37.0,84.0,0.0,0,0.5595238095238095,436.63,780.36
1158,washington,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,782.0,51.0,34.0,85.0,12.0,0,0.6,398.82,664.7
1159,washington,2016-10-06,2016-10-13,7,2016-10-09,40,6,KCTS 9/Crosscut/Washington,Internet,Likely Voters,750.0,53.0,39.0,92.0,0.0,0,0.5760869565217391,397.5,690.0
1160,washington,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,504.0,51.0,33.0,84.0,0.0,0,0.6071428571428571,257.04,423.36
1161,washington,2016-09-29,2016-10-03,4,2016-10-01,39,5,Strategies 360 (D- KOMO News),Live Phone,Likely Voters,500.0,50.0,33.0,83.0,10.0,0,0.6024096385542169,250.0,415.0
1163,washington,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,733.0,47.0,37.0,84.0,0.0,0,0.5595238095238095,344.51,615.72
1164,washington,2016-09-12,2016-09-14,2,2016-09-13,37,1,Insights West,Internet,Likely Voters,505.0,38.0,28.0,66.0,20.0,0,0.5757575757575758,191.9,333.3
1165,washington,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,722.0,53.0,37.0,90.0,0.0,1,0.5888888888888889,382.66,649.8
1167,washington,2016-08-09,2016-08-13,4,2016-08-11,32,3,Elway,Live Phone,Registered Voters,500.0,43.0,24.0,67.0,11.0,1,0.6417910447761194,215.0,335.0
1168,washington,2016-06-14,2016-06-15,1,2016-06-14,24,1,PPP (D-Northwest Progressive Institute),Automated Phone,Likely Voters,679.0,49.0,37.0,86.0,0.0,0,0.5697674418604651,332.71,583.94
1169,west virginia,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,330.0,27.0,59.0,86.0,8.0,0,0.313953488372093,89.1,283.8
1170,west virginia,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,311.0,36.0,59.0,95.0,5.0,0,0.37894736842105264,111.96,295.45
1171,west virginia,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,294.0,37.0,56.0,93.0,0.0,0,0.3978494623655914,108.78,273.42
1172,west virginia,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,410.0,29.0,60.0,89.0,10.0,0,0.3258426966292135,118.9,364.9
1173,west virginia,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,371.0,36.0,55.0,91.0,0.0,0,0.3956043956043956,133.56,337.61
1174,west virginia,2016-09-13,2016-09-17,4,2016-09-15,37,3,Garin-Hart-Yang (D-Reynolds),Live Phone,Likely Voters,500.0,28.0,60.0,88.0,0.0,0,0.3181818181818182,140.0,440.0
1175,west virginia,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,295.0,39.0,49.0,88.0,0.0,0,0.4431818181818182,115.05,259.6
1176,west virginia,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,698.0,33.0,57.0,90.0,0.0,1,0.36666666666666664,230.34,628.2
1178,west virginia,2016-08-09,2016-08-28,19,2016-08-18,33,3,R.L. Repass & Partners/MetroNews,Mixed,Likely Voters,435.0,31.0,49.0,80.0,14.0,0,0.3875,134.85,348.0
1179,west virginia,2016-04-29,2016-05-01,2,2016-04-30,17,5,PPP (D),IVR/Online,Likely Voters,1201.0,30.0,57.0,87.0,0.0,0,0.3448275862068966,360.3,1044.87
1181,wisconsin,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,1271.0,44.0,42.0,86.0,3.0,0,0.5116279069767442,559.24,1093.06
1182,wisconsin,2016-10-26,2016-10-31,5,2016-10-28,43,4,Marquette Law School,Live Phone,Likely Voters,1255.0,46.0,40.0,86.0,10.0,0,0.5348837209302325,577.3,1079.3
1183,wisconsin,2016-10-30,2016-10-30,0,2016-10-30,43,6,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,Likely Voters,1772.0,46.0,42.0,88.0,3.0,0,0.5227272727272727,815.12,1559.36
1184,wisconsin,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,365.0,51.0,46.0,97.0,3.0,0,0.5257731958762887,186.15,354.05
1185,wisconsin,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,563.0,47.0,42.0,89.0,0.0,0,0.5280898876404494,264.61,501.07
1186,wisconsin,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,1524.0,43.0,42.0,85.0,3.0,0,0.5058823529411764,655.32,1295.4
1187,wisconsin,2016-10-20,2016-10-22,2,2016-10-21,42,4,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,Likely Voters,1795.0,46.0,41.0,87.0,2.0,0,0.5287356321839081,825.7,1561.65
1188,wisconsin,2016-10-18,2016-10-19,1,2016-10-18,42,1,PPP (D-End Citizens United),IVR/Online,Likely Voters,804.0,50.0,38.0,88.0,0.0,0,0.5681818181818182,402.0,707.52
1189,wisconsin,2016-10-15,2016-10-18,3,2016-10-16,41,6,Monmouth University,Live Phone,Likely Voters,403.0,47.0,40.0,87.0,3.0,0,0.5402298850574713,189.41,350.61
1190,wisconsin,2016-10-13,2016-10-16,3,2016-10-14,41,4,St Norbert,Live Phone,Likely Voters,664.0,47.0,39.0,86.0,6.0,0,0.5465116279069767,312.08,571.04
1191,wisconsin,2016-10-08,2016-10-16,8,2016-10-12,41,2,WashPost/SurveyMonkey,Internet,Likely Voters,1076.0,48.0,44.0,92.0,0.0,0,0.5217391304347826,516.48,989.92
1193,wisconsin,2016-10-06,2016-10-09,3,2016-10-07,40,4,Marquette Law School,Live Phone,Likely Voters,878.0,46.0,42.0,88.0,8.0,0,0.5227272727272727,403.88,772.64
1195,wisconsin,2016-10-05,2016-10-07,2,2016-10-06,40,3,CBS/YouGov,Internet,Likely Voters,993.0,43.0,39.0,82.0,3.0,0,0.524390243902439,426.99,814.26
1196,wisconsin,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,866.0,46.0,42.0,88.0,0.0,0,0.5227272727272727,398.36,762.08
1197,wisconsin,2016-10-04,2016-10-05,1,2016-10-04,40,1,Loras College,Live Phone,Likely Voters,500.0,47.0,37.0,84.0,7.0,0,0.5595238095238095,235.0,420.0
1199,wisconsin,2016-09-15,2016-09-18,3,2016-09-16,37,4,Marquette Law School,Live Phone,Likely Voters,642.0,44.0,42.0,86.0,8.0,0,0.5116279069767442,282.48,552.12
1201,wisconsin,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,695.0,43.0,40.0,83.0,0.0,0,0.5180722891566265,298.85,576.85
1202,wisconsin,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,2687.0,46.0,44.0,90.0,0.0,1,0.5111111111111111,1236.02,2418.3
1204,wisconsin,2016-08-27,2016-08-30,3,2016-08-28,34,6,Monmouth University,Live Phone,Likely Voters,404.0,43.0,38.0,81.0,4.0,0,0.5308641975308642,173.72,327.24
1205,wisconsin,2016-08-25,2016-08-28,3,2016-08-26,34,4,Marquette Law School,Live Phone,Likely Voters,650.0,45.0,42.0,87.0,7.0,0,0.5172413793103449,292.5,565.5
1207,wisconsin,2016-08-26,2016-08-27,1,2016-08-26,34,4,PPP (D-NELP) ,IVR/Online,Likely Voters,1054.0,48.0,41.0,89.0,0.0,0,0.5393258426966292,505.92,938.06
1208,wisconsin,2016-08-04,2016-08-07,3,2016-08-05,31,4,Marquette Law School,Live Phone,Likely Voters,683.0,52.0,37.0,89.0,7.0,0,0.5842696629213483,355.16,607.87
1210,wisconsin,2016-07-07,2016-07-10,3,2016-07-08,27,4,Marquette Law School,Live Phone,Likely Voters,665.0,45.0,41.0,86.0,9.0,0,0.5232558139534884,299.25,571.9
1212,wisconsin,2016-06-21,2016-06-24,3,2016-06-22,25,2,CBS/YouGov,Internet,Likely Voters,993.0,41.0,36.0,77.0,11.0,0,0.5324675324675324,407.13,764.61
1213,wisconsin,2016-06-22,2016-06-23,1,2016-06-22,25,2,PPP (D-Americans United for Change/Constitutional Responsibility Project) ,IVR/Online,Likely Voters,843.0,47.0,39.0,86.0,0.0,0,0.5465116279069767,396.21,724.98
1214,wisconsin,2016-06-11,2016-06-20,9,2016-06-15,24,2,GQR (D-Democracy Corps/Women's Voices Women Vote),Live Phone,Likely Voters,300.0,47.0,36.0,83.0,7.0,0,0.5662650602409639,141.0,249.0
1216,wisconsin,2016-06-09,2016-06-12,3,2016-06-10,23,4,Marquette Law School,Live Phone,Likely Voters,666.0,46.0,37.0,83.0,13.0,0,0.5542168674698795,306.36,552.78
1217,wisconsin,2016-05-10,2016-05-12,2,2016-05-11,19,2,Public Opinion Strategies (R)/Federation for Children,Live Phone,Likely Voters,600.0,43.0,31.0,74.0,0.0,0,0.581081081081081,258.0,444.0
1218,wisconsin,2016-04-12,2016-04-15,3,2016-04-13,15,2,St Norbert/WPR/WPTV,Live Phone,Registered Voters,616.0,46.0,34.0,80.0,12.0,1,0.575,283.36,492.8
1228,wyoming,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,311.0,30.0,65.0,95.0,0.0,0,0.3157894736842105,93.3,295.45
1229,wyoming,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,388.0,25.0,59.0,84.0,0.0,0,0.2976190476190476,97.0,325.92
1230,wyoming,2016-09-06,2016-09-11,5,2016-09-08,36,3,DFM Research (D-Greene),Live Phone,Likely Voters,402.0,19.0,54.0,73.0,0.0,0,0.2602739726027397,76.38,293.46
1231,wyoming,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,727.0,27.0,65.0,92.0,0.0,1,0.29347826086956524,196.29,668.84
1233,general,2016-10-31,2016-11-02,2,2016-11-01,44,1,Lucid/The Times-Picayune,Internet,Likely Voters,860.0,44.0,39.0,83.0,2.0,0,0.5301204819277109,378.4,713.8
1234,general,2016-10-31,2016-11-02,2,2016-11-01,44,1,Rasmussen,IVR/Online,Likely Voters,1500.0,42.0,45.0,87.0,3.0,0,0.4827586206896552,630.0,1305.0
1235,general,2016-10-29,2016-11-02,4,2016-10-31,44,0,Ipsos/Reuters,Internet,Likely Voters,1858.0,45.0,39.0,84.0,7.0,0,0.5357142857142857,836.1,1560.72
1243,general,2016-10-29,2016-11-02,4,2016-10-31,44,0,IBD/TIPP,Live Phone,Likely Voters,867.0,44.0,44.0,88.0,4.0,0,0.5,381.48,762.96
1245,general,2016-10-27,2016-11-02,6,2016-10-30,43,6,UPI/CVOTER,Internet,Likely Voters,1329.0,49.0,48.0,97.0,3.0,0,0.5051546391752577,651.21,1289.13
1246,general,2016-10-30,2016-11-01,2,2016-10-31,44,0,YouGov/Economist,Internet,Likely Voters,1233.0,46.0,43.0,89.0,4.0,0,0.5168539325842697,567.18,1097.37
1254,general,2016-10-29,2016-11-01,3,2016-10-30,43,6,ABC/Post,Live Phone,Likely Voters,1167.0,47.0,45.0,92.0,3.0,0,0.5108695652173914,548.49,1073.64
1256,general,2016-10-28,2016-11-01,4,2016-10-30,43,6,CBS/Times,Live Phone,Likely Voters,1333.0,47.0,44.0,91.0,5.0,0,0.5164835164835165,626.51,1213.03
1264,general,2016-10-29,2016-10-30,1,2016-10-29,43,5,Politico/Morning Consult,Internet,Likely Voters,1772.0,46.0,43.0,89.0,0.0,0,0.5168539325842697,815.12,1577.08
1272,general,2016-10-28,2016-10-30,2,2016-10-29,43,5,Lucid/The Times-Picayune,Internet,Likely Voters,857.0,42.0,41.0,83.0,2.0,0,0.5060240963855421,359.94,711.31
1273,general,2016-10-27,2016-10-30,3,2016-10-28,43,4,Politico/Morning Consult,Live Phone,Likely Voters,1249.0,52.0,47.0,99.0,0.0,0,0.5252525252525253,649.48,1236.51
1275,general,2016-10-26,2016-10-30,4,2016-10-28,43,4,Rasmussen,IVR/Online,Likely Voters,1500.0,45.0,42.0,87.0,4.0,0,0.5172413793103449,675.0,1305.0
1276,general,2016-10-24,2016-10-30,6,2016-10-27,43,3,NBC/SurveyMonkey,Internet,Likely Voters,40816.0,51.0,44.0,95.0,0.0,0,0.5368421052631579,20816.16,38775.2
1278,general,2016-10-25,2016-10-28,3,2016-10-26,43,2,ABC/Post,Live Phone,Likely Voters,1160.0,46.0,45.0,91.0,4.0,0,0.5054945054945055,533.6,1055.6
1280,general,2016-10-23,2016-10-28,5,2016-10-25,43,1,IBD/TIPP,Live Phone,Likely Voters,1013.0,45.0,41.0,86.0,4.0,0,0.5232558139534884,455.85,871.18
1282,general,2016-10-25,2016-10-27,2,2016-10-26,43,2,Lucid/The Times-Picayune,Internet,Likely Voters,875.0,43.0,40.0,83.0,3.0,0,0.5180722891566265,376.25,726.25
1283,general,2016-10-22,2016-10-26,4,2016-10-24,43,0,Saint Leo University,Internet,Likely Voters,1050.0,45.0,34.0,79.0,2.0,0,0.569620253164557,472.5,829.5
1285,general,2016-10-22,2016-10-26,4,2016-10-24,43,0,YouGov/Economist,Internet,Likely Voters,1209.0,46.0,41.0,87.0,3.0,0,0.5287356321839081,556.14,1051.83
1293,general,2016-10-20,2016-10-26,6,2016-10-23,42,6,UPI/CVOTER,Internet,Likely Voters,1363.0,49.0,47.0,96.0,4.0,0,0.5104166666666666,667.87,1308.48
1294,general,2016-10-23,2016-10-25,2,2016-10-24,43,0,Rasmussen,IVR/Online,Likely Voters,1500.0,44.0,43.0,87.0,4.0,0,0.5057471264367817,660.0,1305.0
1295,general,2016-10-22,2016-10-25,3,2016-10-23,42,6,ABC/Post,Live Phone,Likely Voters,1135.0,48.0,42.0,90.0,1.0,0,0.5333333333333333,544.8,1021.5
1297,general,2016-10-22,2016-10-25,3,2016-10-23,42,6,FOX,Live Phone,Likely Voters,1221.0,44.0,41.0,85.0,4.0,0,0.5176470588235295,537.24,1037.85
1305,general,2016-10-20,2016-10-25,5,2016-10-22,42,5,Pew,Live Phone,Registered Voters,2120.0,46.0,40.0,86.0,5.0,1,0.5348837209302325,975.2,1823.2
1307,general,2016-10-22,2016-10-24,2,2016-10-23,42,6,Lucid/The Times-Picayune,Internet,Likely Voters,850.0,44.0,38.0,82.0,2.0,0,0.5365853658536586,374.0,697.0
1310,general,2016-10-21,2016-10-24,3,2016-10-22,42,5,ABC,Live Phone,Likely Voters,1119.0,49.0,40.0,89.0,4.0,0,0.550561797752809,548.31,995.91
1312,general,2016-10-21,2016-10-24,3,2016-10-22,42,5,GQR (D-Democracy Corps),Live Phone,Likely Voters,900.0,50.0,38.0,88.0,2.0,0,0.5681818181818182,450.0,792.0
1314,general,2016-10-20,2016-10-24,4,2016-10-22,42,5,AP-GfK (web),Internet,Likely Voters,1212.0,51.0,37.0,88.0,2.0,0,0.5795454545454546,618.12,1066.56
1316,general,2016-10-20,2016-10-24,4,2016-10-22,42,5,Suffolk/USA Today,Live Phone,Likely Voters,1000.0,49.0,39.0,88.0,0.0,0,0.5568181818181818,490.0,880.0
1324,general,2016-10-20,2016-10-24,4,2016-10-22,42,5,Ipsos/Reuters,Internet,Likely Voters,1170.0,43.0,37.0,80.0,10.0,0,0.5375,503.1,936.0
1332,general,2016-10-20,2016-10-23,3,2016-10-21,42,4,CNN,Live Phone,Likely Voters,779.0,49.0,44.0,93.0,2.0,0,0.5268817204301075,381.71,724.47
1340,general,2016-10-17,2016-10-23,6,2016-10-20,42,3,NBC/SurveyMonkey,Internet,Likely Voters,32225.0,50.0,44.0,94.0,0.0,0,0.5319148936170213,16112.5,30291.5
1342,general,2016-10-17,2016-10-22,5,2016-10-19,42,2,IBD/TIPP,Live Phone,Likely Voters,783.0,41.0,43.0,84.0,5.0,0,0.4880952380952381,321.03,657.72
1344,general,2016-10-20,2016-10-21,1,2016-10-20,42,3,PPP (D-Social Security Works),IVR/Online,Likely Voters,990.0,46.0,40.0,86.0,0.0,0,0.5348837209302325,455.4,851.4
1348,general,2016-10-19,2016-10-21,2,2016-10-20,42,3,Lucid/The Times-Picayune,Internet,Likely Voters,856.0,43.0,37.0,80.0,2.0,0,0.5375,368.08,684.8
1349,general,2016-10-19,2016-10-20,1,2016-10-19,42,2,Politico/Morning Consult,Internet,Likely Voters,1395.0,46.0,40.0,86.0,0.0,0,0.5348837209302325,641.7,1199.7
1357,general,2016-10-18,2016-10-20,2,2016-10-19,42,2,Rasmussen,IVR/Online,Likely Voters,1500.0,41.0,43.0,84.0,6.0,0,0.4880952380952381,615.0,1260.0
1358,general,2016-10-17,2016-10-20,3,2016-10-18,42,1,ARG,Live Phone,Likely Voters,1006.0,49.0,42.0,91.0,5.0,0,0.5384615384615384,492.94,915.46
1362,general,2016-10-13,2016-10-19,6,2016-10-16,41,6,UPI/CVOTER,Internet,Likely Voters,1360.0,50.0,46.0,96.0,4.0,0,0.5208333333333334,680.0,1305.6
1363,general,2016-10-17,2016-10-18,1,2016-10-17,42,0,Quinnipiac,Live Phone,Likely Voters,1007.0,47.0,40.0,87.0,2.0,0,0.5402298850574713,473.29,876.09
1371,general,2016-10-16,2016-10-18,2,2016-10-17,42,0,Lucid/The Times-Picayune,Internet,Likely Voters,545.0,46.0,36.0,82.0,2.0,0,0.5609756097560976,250.7,446.9
1372,general,2016-10-15,2016-10-18,3,2016-10-16,41,6,YouGov/Economist,Internet,Likely Voters,1032.0,42.0,38.0,80.0,4.0,0,0.525,433.44,825.6
1380,general,2016-10-15,2016-10-17,2,2016-10-16,41,6,FOX,Live Phone,Likely Voters,912.0,45.0,39.0,84.0,5.0,0,0.5357142857142857,410.4,766.08
1388,general,2016-10-14,2016-10-17,3,2016-10-15,41,5,Bloomberg/Selzer,Live Phone,Likely Voters,1006.0,50.0,41.0,91.0,4.0,0,0.5494505494505495,503.0,915.46
1393,general,2016-10-13,2016-10-17,4,2016-10-15,41,5,Ipsos/Reuters,Internet,Likely Voters,1190.0,43.0,39.0,82.0,8.0,0,0.524390243902439,511.7,975.8
1401,general,2016-10-13,2016-10-17,4,2016-10-15,41,5,Rasmussen,IVR/Online,Likely Voters,1500.0,42.0,41.0,83.0,5.0,0,0.5060240963855421,630.0,1245.0
1405,general,2016-10-12,2016-10-17,5,2016-10-14,41,4,Public Religion Research Institute/The Atlantic,Live Phone,Likely Voters,692.0,51.0,36.0,87.0,4.0,0,0.5862068965517241,352.92,602.04
1406,general,2016-10-14,2016-10-16,2,2016-10-15,41,5,Monmouth University,Live Phone,Likely Voters,726.0,50.0,38.0,88.0,3.0,0,0.5681818181818182,363.0,638.88
1408,general,2016-10-12,2016-10-16,4,2016-10-14,41,4,CBS,Live Phone,Likely Voters,1189.0,51.0,40.0,91.0,5.0,0,0.5604395604395604,606.39,1081.99
1416,general,2016-10-10,2016-10-16,6,2016-10-13,41,3,NBC/SurveyMonkey,Internet,Likely Voters,24804.0,51.0,43.0,94.0,0.0,0,0.5425531914893617,12650.04,23315.76
1418,general,2016-10-13,2016-10-15,2,2016-10-14,41,4,Lucid/The Times-Picayune,Internet,Likely Voters,547.0,45.0,37.0,82.0,2.0,0,0.5487804878048781,246.15,448.54
1419,general,2016-10-13,2016-10-15,2,2016-10-14,41,4,Politico/Morning Consult,Internet,Likely Voters,1737.0,46.0,41.0,87.0,0.0,0,0.5287356321839081,799.02,1511.19
1427,general,2016-10-11,2016-10-14,3,2016-10-12,41,2,SurveyUSA/Boston Globe/Colby College,IVR/Online,Likely Voters,845.0,46.0,36.0,82.0,2.0,0,0.5609756097560976,388.7,692.9
1431,general,2016-10-10,2016-10-13,3,2016-10-11,41,1,NBC/WSJ,Live Phone,Likely Voters,905.0,48.0,37.0,85.0,5.0,0,0.5647058823529412,434.4,769.25
1433,general,2016-10-10,2016-10-13,3,2016-10-11,41,1,ABC/Post,Live Phone,Likely Voters,740.0,47.0,43.0,90.0,2.0,0,0.5222222222222223,347.8,666.0
1435,general,2016-10-08,2016-10-13,5,2016-10-10,41,0,GWU/Battleground,Live Phone,Likely Voters,1000.0,47.0,39.0,86.0,2.0,0,0.5465116279069767,470.0,860.0
1439,general,2016-10-10,2016-10-12,2,2016-10-11,41,1,Lucid/The Times-Picayune,Internet,Likely Voters,542.0,44.0,36.0,80.0,2.0,0,0.55,238.48,433.6
1440,general,2016-10-10,2016-10-12,2,2016-10-11,41,1,FOX,Live Phone,Likely Voters,917.0,45.0,38.0,83.0,4.0,0,0.5421686746987951,412.65,761.11
1448,general,2016-10-10,2016-10-12,2,2016-10-11,41,1,Rasmussen,IVR/Online,Likely Voters,1500.0,41.0,43.0,84.0,6.0,0,0.4880952380952381,615.0,1260.0
1452,general,2016-10-06,2016-10-12,6,2016-10-09,40,6,UPI/CVOTER,Internet,Likely Voters,1402.0,50.0,45.0,95.0,5.0,0,0.5263157894736842,701.0,1331.9
1453,general,2016-10-10,2016-10-11,1,2016-10-10,41,0,Insights West,Internet,Likely Voters,953.0,42.0,37.0,79.0,5.0,0,0.5316455696202531,400.26,752.87
1457,general,2016-10-10,2016-10-10,0,2016-10-10,41,0,Politico/Morning Consult,Internet,Likely Voters,1757.0,46.0,41.0,87.0,0.0,0,0.5287356321839081,808.22,1528.59
1465,general,2016-10-08,2016-10-10,2,2016-10-09,40,6,NBC/WSJ,Live Phone,Likely Voters,806.0,46.0,37.0,83.0,6.0,0,0.5542168674698795,370.76,668.98
1467,general,2016-10-06,2016-10-10,4,2016-10-08,40,5,Ipsos/Reuters,Internet,Likely Voters,2363.0,44.0,37.0,81.0,9.0,0,0.5432098765432098,1039.72,1914.03
1475,general,2016-09-27,2016-10-10,13,2016-10-03,40,0,Pew,Live Phone,Registered Voters,3616.0,46.0,39.0,85.0,5.0,1,0.5411764705882353,1663.36,3073.6
1477,general,2016-10-07,2016-10-09,2,2016-10-08,40,5,Lucid/The Times-Picayune,Internet,Likely Voters,546.0,45.0,37.0,82.0,2.0,0,0.5487804878048781,245.7,447.72
1478,general,2016-10-05,2016-10-09,4,2016-10-07,40,4,Public Religion Research Institute/The Atlantic,Live Phone,Likely Voters,886.0,49.0,38.0,87.0,4.0,0,0.5632183908045977,434.14,770.82
1479,general,2016-10-05,2016-10-09,4,2016-10-07,40,4,Rasmussen,IVR/Online,Likely Voters,1500.0,45.0,38.0,83.0,5.0,0,0.5421686746987951,675.0,1245.0
